term_id,dirname,tier,classification,recommendation,criteria,external_refs,lifecycle,yaml_size,insight_size
S09F,S09F_Multifaceted_Sensemaking_Theory,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,2,draft,7116,4512
S076,S076_Actor_Network_Theory_Agency,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,1,draft,5345,4499
S07E,S07E_Hawkins_Map_of_Consciousness,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5798,4495
S124,S124_Neuroconvergence_Systemic_Fit,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4675,4491
S11E,S11E_AI_Emotional_Awareness_Biosensing,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5456,4488
S021,S021_Wu_Wei_Effortless_Action,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,10,draft,4781,4482
S079,S079_Heart_Treasure_Enlightened_Ones,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,1,draft,5436,4477
S0F5,S0F5_Language_Embodied_Co_Regulation,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,6296,4476
S098,S098_HG_Wells_Growth_Conflict,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,6711,4469
S165,S165_Meaning_Beyond_Language,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4517,4468
S0F4,S0F4_E_Prime_to_IF_Prime_Evolution,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,6252,4466
S0B1,S0B1_Brain_Emergency_Energy_Marathons,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,8571,4461
S0A3,S0A3_AI_Bots_Autism_Support,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,7629,4460
S01C,S01C_Blooms_Taxonomy_Thinking_Integration,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,5,draft,5403,4456
S09B,S09B_Multidimensional_Knowledge_Constructs,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,6974,4454
S093,S093_Hybrid_Intelligence_Consciousness,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,2,draft,6647,4440
S138,S138_I_Tube_Tensional_Becoming,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,6168,4440
S0D1,S0D1_Six_Cyborgs_Tao,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,1,draft,5158,4436
S0D8,S0D8_Trungpa_Ego_Enlightenment,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5054,4434
S0CE,S0CE_Transforming_Civic_Systems_EI,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5475,4430
S0D9,S0D9_Whitehead_Process_Philosophy,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5167,4426
S09A,S09A_Emotion_Cognition_Interaction,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,2,draft,6792,4425
S0F0,S0F0_Wisdom_Age_AI,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5737,4420
S0A4,S0A4_Goal_Directed_Behavior_Holobionts,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,7294,4413
S027,S027_Distributed_Consciousness,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,10,draft,5056,4405
S0E5,S0E5_Pendulation_Trauma_Healing,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5258,4401
S0D7,S0D7_Fear_Learning_Through_Inference,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5315,4391
S020,S020_Brain_Constructive_Perception,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,3,draft,4943,4375
S11D,S11D_Neurodivergence_Memetic_Framework,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5417,4374
S07A,S07A_Hermetic_Correspondence_Principle,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5292,4371
S08F,S08F_Transhumanism_Spirit_Machine,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,6404,4371
S081,S081_AI_Social_Behavioral_Realism,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,1,draft,5467,4367
S0D2,S0D2_AI_Message_Humanity,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4928,4364
S08C,S08C_Truth_Iteration_Ancient_Wisdom,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,6087,4363
S092,S092_Quantum_Immortality_Consciousness,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,6379,4361
S025,S025_Systemic_Divergence_Neural_Adaptation,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5057,4359
S0C3,S0C3_Reimagining_Social_Contracts,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,3,draft,5257,4350
S0DB,S0DB_E_Prime_Language,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5246,4348
S071,S071_Network_Intelligence_Symbolic_Computation,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5369,4347
S07C,S07C_Novelty_Consciousness_Evolution,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5684,4341
S017,S017_Lacan_Mirror_Stage_Desire,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,1,draft,5303,4336
S0CC,S0CC_Psycho_Cybernetics,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5136,4327
S08E,S08E_STEAM_Education_AI_Literacy,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,2,draft,5848,4320
S086,S086_Binaural_Beats_Visuospatial_Memory,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5878,4312
S013,S013_Animal_Learning_Memetics,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,1,draft,5324,4309
S074,S074_Neural_Scaling_Quanta_Memes,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5254,4307
S0CD,S0CD_Cognitive_Fragmentation_Systemic_Thinking,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5309,4296
S085,S085_Dynamic_Solitude_AI_Introspection,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5934,4294
S0A2,S0A2_Warm_Data_AI_Elderly_Care,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,7334,4293
S09D,S09D_Emotional_Bonds_AI,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,7018,4277
S12D,S12D_Psilocybin_Brain_Connectivity,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4725,4277
S0CA,S0CA_Perception_Role_Creativity,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5173,4274
S0E0,S0E0_Trust_SPHERE_Dynamics,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5528,4271
S072,S072_Sorokin_Cyclical_Social_Change,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5297,4258
S0E9,S0E9_Gibbs_Mapping_IF_Prime,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5624,4251
S0E1,S0E1_SANITY_Framework,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5730,4244
S082,S082_Brain_Tuning_Receiver_Navigation,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5620,4239
S0C5,S0C5_Holonic_Paradigm,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5040,4235
S080,S080_Michelangelo_Intellecto_Discovery,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5532,4229
S0C7,S0C7_Follow_Your_Bliss,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5069,4228
S094,S094_Meta_Ideological_Politics,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,1,draft,6438,4209
S07B,S07B_Consciousness_Reality_Creativity,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,2,draft,5552,4196
S077,S077_Ada_Lovelace_Cyborg_Creator,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5184,4187
S073,S073_Mechanical_Mind,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5072,4174
S0D4,S0D4_IF_Prime_Spiral,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,5,draft,5192,4158
S08A,S08A_Taxonomy_Values_Love,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5916,4148
S012,S012_Crow_Intelligence_Alien_Minds,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5162,4142
S0CF,S0CF_Redefining_Happiness,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5049,4135
S00E,S00E_Sense_Making_Distorted_Information,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,3,draft,5388,4128
S07D,S07D_Shared_Hallucinations_Social_Construction,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5849,4122
S0EA,S0EA_IF_Prime_Sovereignty,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5333,4117
S084,S084_Imagination_Cosmic_Architect,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5920,4115
S095,S095_Human_Centered_Computing,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,6606,4100
S014,S014_Morality_Religion_Ancient_Society,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,2,draft,5362,4097
S0C4,S0C4_SHOCK_Framework,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5006,4088
S090,S090_Metaphors_AI_Perception,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,6301,4063
S0D0,S0D0_SUNFLOWER_Framework_Taoism,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5140,4034
S015,S015_Cabrera_Neurodiversity_DSRP,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5202,3988
S1B0,S1B0_Witnessing_Truth_Childs_Journey,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5221,3981
S0C9,S0C9_FOOLPLAY_Learning,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5019,3976
S070,S070_Montessori_Deep_Time,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5127,3973
S026,S026_MO4Matrix_Sensemaking_Framework,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4975,3971
S12E,S12E_Subliminal_Learning_LMs,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4697,3933
S0C6,S0C6_Empathy_Four_Attributes_DSRP,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5378,3897
S075,S075_Knowledge_Framework_Growth,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5284,3885
S00D,S00D_Sense_Making_Complex_Environments,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,8,draft,5214,3864
S091,S091_Cognitive_Memory_Memetic_Recall,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,6362,3806
S00F,S00F_Hard_Question_of_Memetics,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,6,draft,4998,3740
S00B,S00B_Metaphors_Consciousness_Behavior,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,5,draft,5201,3644
S12C,S12C_Neuroplasticity_Technology_Gaming,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4619,3625
S1A3,S1A3_Whitehead_Prehension_Lattice,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4999,3609
S199,S199_Emerging_Knowledge,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5022,3606
S1A8,S1A8_Ontological_Shock_Resilience,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5210,3603
S036,S036_Science_Buddhism_Compassionate_Inquiry,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,1,draft,4293,3597
S19C,S19C_Ego_Death_Alpha_Waves,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4877,3586
S06F,S06F_Empath_Cyborg_Ethical_Stewardship,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,2,draft,5390,3580
S010,S010_Memetic_Mediation_Online_Tribes,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,1,draft,5011,3549
S037,S037_Transhumanism_Buddhism_Convergence,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,3,draft,4330,3534
S1B2,S1B2_De_Anthropomorphizing_Cognition,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5517,3522
S00C,S00C_Holism_Societal_Impact,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,1,draft,5118,3502
S12A,S12A_Nervous_System_Bio_Justification,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4735,3457
S1B1,S1B1_Communal_Collapse_Individual_Diversity,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5472,3445
S195,S195_Turiya,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4968,3439
S19E,S19E_My_Stream,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4918,3350
S011,S011_Understanding_Reality_Through_Science,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,2,draft,4935,3332
S12B,S12B_Energy_Leak_Violation_Frame,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4734,3326
S19D,S19D_Inner_Monad,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4842,3309
S1B3,S1B3_SOD_Nemetics_Debate,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5570,3305
S197,S197_Jacob_Struggle,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4957,3296
S192,S192_Universe_25,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5189,3287
S19B,S19B_Minds_Parallel_Realities,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4885,3256
S1A2,S1A2_Merleau_Ponty_Ontology_Flesh,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4878,3246
S1BC,S1BC_X_Thread_Synopsis,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5294,3243
S196,S196_Naturalized_Spirituality,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4998,3225
S1A5,S1A5_Foucault_Dispositif,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4937,3158
S193,S193_Von_Neumann_Semiotics,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5065,3154
S1A1,S1A1_Heidegger_Being_Historical_Clearing,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5003,3154
S1B4,S1B4_Forgetting_Anti_Attractor,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5264,3153
S1BB,S1BB_Reframing_Johari_I_Tube,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5330,3153
S129,S129_Posthumanism_Human_Agency,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4638,3152
S19F,S19F_Appresentation,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4898,3151
S1A9,S1A9_Pretas,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4977,3122
S1B8,S1B8_Belief_Universal_Technology,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5398,3117
S1CF,S1CF_Mood_Swings_Signal,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,2,draft,5239,3116
S1C2,S1C2_Chronosystem_Context_Engineering,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5436,3101
S1AA,S1AA_Freedom_Elemental_Flow,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4953,3094
S1CE,S1CE_Compression_Pattern_Recognition,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5289,3089
S1CA,S1CA_James_C_Scott_Legacy,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5433,3082
S191,S191_Algorithmic_Grief,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,1,draft,5195,3071
S1C5,S1C5_Selfplex_Knot_Identity_Illusion,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5014,3062
S1B6,S1B6_David_Chapman_Postrationalism,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5633,3058
S198,S198_Ironic_Spiritualist,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4913,3047
S1C4,S1C4_Meditation_Self_Organizing,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5327,3036
S1A6,S1A6_Althusser_ISA,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5008,3035
S007,S007_Understanding_Human_Mind,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,2,draft,4937,3005
S1B9,S1B9_Post_Heroic_Reversal,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4833,2979
S1B5,S1B5_Metabolism_Beyond_Memory,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4893,2966
S1C6,S1C6_Sensemaking_Discipline,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5114,2954
S1AC,S1AC_Shared_Discernment,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4979,2950
S1B7,S1B7_Knowmad_Journey_Ambiguity,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5315,2934
S002,S002_System_1_System_2_Thinking,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,4,draft,4924,2919
S005,S005_DSRP_Theory_of_Thinking,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,6,draft,4807,2916
S1A0,S1A0_Social_Imaginary,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4814,2910
S1A7,S1A7_Nihilism_Indifferent_Abyss,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4827,2910
S1BE,S1BE_Core_Memes_Cognitive_Sovereignty,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5225,2890
S1C3,S1C3_Co_Solipsism_AI_Bridge,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5388,2882
S008,S008_Metacognitive_Strategies,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,6,draft,4779,2866
S004,S004_Mental_Models_Integrative_Thinking,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,2,draft,4812,2856
S1AB,S1AB_Yielding_Orientation,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4875,2846
S003,S003_Subconscious_Intention_Embedding,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,2,draft,4997,2844
S194,S194_Four_Ps_Spiritual_Foresight,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4914,2841
S1A4,S1A4_Nancy_Being_With,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4846,2812
S006,S006_Tree_of_Knowledge_System,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4767,2801
S1CD,S1CD_Time_As_Illusion,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5254,2801
S1BF,S1BF_Lattice_Curvature_Structural_Behavior,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5316,2794
S1BA,S1BA_Reframing_Amplitude,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5123,2775
S1C0,S1C0_Brain_Timing_Cognitive_Ability,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5349,2771
S1C8,S1C8_Triadic_Operator,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5053,2770
S1CB,S1CB_Navigating_Knowledge,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5320,2760
S00A,S00A_Slow_Practices_Flow_State,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,8,draft,4776,2742
S19A,S19A_Gems_of_Insight_Slower_Learning,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4853,2689
S009,S009_Metacognitive_Marketing_Funnel,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4938,2599
S1C7,S1C7_Frame_Pluralism,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5058,2551
S1CC,S1CC_Reframing_MindSET,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5327,2527
S1C1,S1C1_Desire_Ecological_Signal,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4986,2406
S1BD,S1BD_Coaptation_Cooptation,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,4897,2398
S1C9,S1C9_Embodying_TRIality,T3,T3_LEGACY_LOW_INSIGHT,COMPOST — Low insight legacy term,T3: legacy S-series term,0,draft,5024,2382
